make,model,year,bodytype,trim,price,mpg_city,mpg_hwy,mpg_comb,Fuel Type,hp,Engine,torque_lbft,cargo_cuft,0 - 60,curb_weight_lbs,Drivetrain,Transmission Type,Recommended Fuel,Fuel Capacity,Wheel Base,Overall Length,Front Head Room,Front Leg Room,Front Shoulder Room,Width with mirrors,Turning Diameter,Blind-Spot Alert,Collision Warning System,Child Seat Anchors,Child Door Locks,Traction Control,Bluetooth Wireless Technology,Cruise Control,Remote Keyless Entry,Remote Engine Start,Smartphone Interface,Internet Access,Navigation System,Voice Recognition System,Real-Time Traffic Information,Hands Free Phone,Premium Radio,Bluetooth Streaming Audio,Satellite Radio,Remote Control Liftgate/Trunk Release,Heated Mirrors,Leather Seats,Folding Rear Seat,Dual Power Front Seats,Power Driver's Seat,Leather-Wrapped Steering Wheel,Power Outlet,Power Windows,Rear Window Defroster,Steering Wheel Controls,Tilt Steering Wheel,Tilt/Telescoping Steering Wheel,Cup Holder Count,Alloy Wheels,Fog Lights,Power Folding Exterior Mirrors,Rear Spoiler,Rain Sensing Windshield Wipers,Alarm System,Dual-Clutch Automatic Transmission,Hill Start Assist,Stability Control
Honda,Civic,2017,Sedan,Civic Si Sedan 4D,17700,28,38,32,Gas,205,"4-Cyl, Turbo, 1.5 Liter",192,14.7,,2906,FWD,Manual,Regular,12.4 gallons,106.3 inches,182.8 inches,37.5 inches,42.3 inches,56.9 inches,70.8 inches,37.8 feet,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Not Available,Not Available,,Standard,Not Available,Standard,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Hatchback,Civic LX w/Honda Sensing Hatchback 4D,14750,31,40,36,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2881,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,39.3 inches,42.3 inches,57 inches,70.8 inches,35.7 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,,Standard,,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Hatchback,Civic LX Hatchback 4D,14900,31,40,34,Gas,174,"4-Cyl, Turbo, 1.5 Liter",167,46.2,,2881,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,39.3 inches,42.3 inches,57 inches,70.8 inches,35.7 feet,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Hatchback,Civic EX-L w/Navigation & Honda Sensing Hatchback 4D,15350,31,40,36,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2970,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,37.6 inches,42.3 inches,57 inches,70.8 inches,35.7 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,,Standard,Not Available,Not Available,Standard,Standard,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Hatchback,Civic EX w/Honda Sensing Hatchback 4D,15450,31,40,36,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2954,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,37.6 inches,42.3 inches,57 inches,70.8 inches,35.7 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Standard,,Standard,Standard,Not Available,Standard,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Hatchback,Civic EX-L w/Navigation Hatchback 4D,15850,31,40,34,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2965,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,37.6 inches,42.3 inches,57 inches,70.8 inches,35.7 feet,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,,Standard,Standard,Not Available,Standard,Standard,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Hatchback,Civic Sport Hatchback 4D,16150,30,36,32,Gas,180,"4-Cyl, Turbo, 1.5 Liter",177,46.2,,2930,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,39.3 inches,42.3 inches,57 inches,70.8 inches,37.8 feet,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Hatchback,Civic EX Hatchback 4D,16350,31,40,34,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2943,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,37.6 inches,42.3 inches,57 inches,70.8 inches,35.7 feet,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Not Available,Not Available,,Standard,,Standard,Standard,Standard,Standard,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Hatchback,Civic Sport Touring Hatchback 4D,16650,31,40,34,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,3003,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,37.6 inches,42.3 inches,57 inches,70.8 inches,37.8 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,,Standard,Standard
Honda,Civic,2017,Coupe,Civic LX Coupe 2D,14800,30,39,34,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,12.1,,2752,FWD,Automatic,Regular,12.4 gallons,106.3 inches,176.9 inches,38.2 inches,42.3 inches,56.9 inches,70.8 inches,35.7 feet,Not Available,Not Available,Standard,Not available,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Not Available,Not Available,,Standard,Not Available,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Coupe,Civic LX-P Coupe 2D,14800,30,39,34,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,12.1,,2775,FWD,Automatic,Regular,12.4 gallons,106.3 inches,176.9 inches,36.5 inches,42.3 inches,56.9 inches,70.8 inches,35.7 feet,Not Available,Not Available,Standard,Not available,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Not Available,,Standard,Not Available,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Coupe,Civic EX-T Coupe 2D,15100,31,40,35,Gas,174,"4-Cyl, Turbo, 1.5 Liter",167,11.9,,2889,FWD,Automatic,Regular,12.4 gallons,106.3 inches,176.9 inches,36.5 inches,42.3 inches,56.9 inches,70.8 inches,35.7 feet,Standard,Not Available,Standard,Not available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Not Available,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Coupe,Civic Touring Coupe 2D,15850,31,40,35,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,11.9,,2888,FWD,Automatic,Regular,12.4 gallons,106.3 inches,176.9 inches,36.5 inches,42.3 inches,56.9 inches,70.8 inches,35.7 feet,Standard,Standard,Standard,Not available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,,Standard,Standard
Honda,Civic,2017,Coupe,Civic Si Coupe 2D,15850,28,38,32,Gas,205,"4-Cyl, Turbo, 1.5 Liter",192,11.9,,2889,FWD,Manual,Regular,12.4 gallons,106.3 inches,177.3 inches,36.5 inches,42.3 inches,56.9 inches,70.9 inches,37.8 feet,Standard,Not Available,Standard,Not available,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Not Available,Not Available,,Standard,Not Available,Standard,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2017,Coupe,Civic EX-L Coupe 2D,15950,31,40,35,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,11.9,,2900,FWD,Automatic,Regular,12.4 gallons,106.3 inches,176.9 inches,36.5 inches,42.3 inches,56.9 inches,70.8 inches,35.7 feet,Standard,Not Available,Standard,Not available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Not Available,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Sedan,Civic LX Sedan 4D,16700,30,38,33,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,15.1,,2771,FWD,Automatic,Regular,12.4 gallons,106.3 inches,182.7 inches,39.3 inches,42.3 inches,57 inches,70.9 inches,35.4 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Not Available,Not Available,Not Available,,,Standard,Not Available,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Optional,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Sedan,Civic Sport Sedan 4D,18450,30,38,33,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,15.1,,2847,FWD,Automatic,Regular,12.4 gallons,106.3 inches,182.7 inches,39.3 inches,42.3 inches,56.9 inches,70.9 inches,37.4 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,,Standard,Not Available,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Sedan,Civic EX Sedan 4D,18750,32,42,36,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,15.1,,2917,FWD,Automatic,Regular,12.4 gallons,106.3 inches,182.7 inches,37.5 inches,42.3 inches,56.9 inches,70.9 inches,35.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,,Standard,Not Available,Standard,Standard,,Standard,Not Available,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Sedan,Civic EX-L Sedan 4D,19650,32,42,36,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,15.1,,2928,FWD,Automatic,Regular,12.4 gallons,106.3 inches,182.7 inches,37.5 inches,42.3 inches,56.9 inches,70.9 inches,35.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,,Standard,Not Available,Standard,Standard,,Standard,Standard,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Sedan,Civic Touring Sedan 4D,20300,30,38,33,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,14.7,,2963,FWD,Automatic,Regular,12.4 gallons,106.3 inches,182.7 inches,37.5 inches,42.3 inches,56.9 inches,70.9 inches,37.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,,Standard,Standard
Honda,Civic,2020,Sedan,Civic Si Sedan 4D,21100,26,36,30,Gas,205,"4-Cyl, Turbo, 1.5 Liter",192,14.7,,2906,FWD,Manual,Regular,12.4 gallons,106.3 inches,182.8 inches,37.5 inches,42.3 inches,56.9 inches,70.8 inches,37.8 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Not Available,,,Standard,Not Available,Standard,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Coupe,Civic LX Coupe 2D,16750,30,38,33,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,12.1,,2763,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.3 inches,38.2 inches,42.3 inches,56.9 inches,70.9 inches,35.4 feet,Not Available,Standard,Standard,Not available,Standard,Standard,Standard,Standard,Optional,Not Available,Not Available,Not Available,,,Standard,Not Available,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Optional,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Coupe,Civic Sport Coupe 2D,18800,30,38,33,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,12.1,,2837,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.3 inches,38.2 inches,42.3 inches,56.9 inches,70.9 inches,37.4 feet,Not Available,Standard,Standard,Not available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,,Standard,Not Available,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Coupe,Civic EX Coupe 2D,18950,31,40,35,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,11.9,,2897,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.3 inches,36.5 inches,42.3 inches,56.9 inches,70.9 inches,35.4 feet,Standard,Standard,Standard,Not available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Coupe,Civic Touring Coupe 2D,21400,30,37,33,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,11.9,,2937,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.3 inches,36.5 inches,42.3 inches,56.9 inches,70.9 inches,37.4 feet,Standard,Standard,Standard,Not available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,,Standard,Standard
Honda,Civic,2020,Coupe,Civic Si Coupe 2D,21600,26,36,30,Gas,205,"4-Cyl, Turbo, 1.5 Liter",192,11.9,,2889,FWD,Manual,Regular,12.4 gallons,106.3 inches,177.3 inches,36.5 inches,42.3 inches,56.9 inches,70.9 inches,37.8 feet,Standard,Standard,Standard,Not available,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Not Available,,,Standard,Not Available,Standard,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Hatchback,Civic LX Hatchback 4D,17050,31,40,34,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2906,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,39.3 inches,42.3 inches,56.9 inches,70.8 inches,35.7 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Optional,Not Available,Not Available,Not Available,Not Available,,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Hatchback,Civic Sport Hatchback 4D,19600,31,40,34,Gas,180,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2947,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,39.3 inches,42.3 inches,56.9 inches,70.8 inches,37.8 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Standard,,Standard,Not Available,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Hatchback,Civic EX Hatchback 4D,19950,31,40,34,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2955,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,37.6 inches,42.3 inches,56.9 inches,70.8 inches,35.7 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Standard,,Standard,Standard,Standard,Standard,Not Available,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Hatchback,Civic EX-L Hatchback 4D,20100,31,40,34,Gas,174,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,2961,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,37.6 inches,42.3 inches,56.9 inches,70.8 inches,35.7 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Standard,,Standard,Standard,Not Available,Standard,Standard,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2020,Hatchback,Civic Sport Touring Hatchback 4D,21900,29,35,32,Gas,180,"4-Cyl, Turbo, 1.5 Liter",162,46.2,,3012,FWD,Automatic,Regular,12.4 gallons,106.3 inches,177.9 inches,37.6 inches,42.3 inches,56.9 inches,70.8 inches,37.8 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,,Standard,Standard
Honda,Civic,2023,Sedan,Civic LX Sedan 4D,21300,30,37,33,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,14.8,,2877,FWD,Automatic,Regular,12.4 gallons,107.7 inches,184 inches,39.3 inches,42.3 inches,57 inches,70.9 inches,36.1 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Not Available,,Not Available,Standard,Not Available,Standard,Not Available,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,,Optional,Not Available,Standard,,Standard,Standard
Honda,Civic,2023,Sedan,Civic Sport Sedan 4D,22200,30,37,33,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,14.8,,2935,FWD,Automatic,Regular,12.4 gallons,107.7 inches,184 inches,39.3 inches,42.3 inches,57 inches,70.9 inches,38.1 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,Not Available,Standard,Not Available,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Optional,Not Available,Standard,,Standard,Standard
Honda,Civic,2023,Sedan,Civic Touring Sedan 4D,24400,31,38,34,Gas,180,"4-Cyl, VTEC, Turbo, 1.5 Liter",177,14.4,,3077,FWD,Automatic,Regular,12.4 gallons,107.7 inches,184 inches,37.6 inches,42.3 inches,57 inches,70.9 inches,38.1 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Optional,Standard,Standard,,Standard,Standard
Honda,Civic,2023,Sedan,Civic EX Sedan 4D,24800,33,42,36,Gas,180,"4-Cyl, VTEC, Turbo, 1.5 Liter",177,14.8,,3004,FWD,Automatic,Regular,12.4 gallons,107.7 inches,184 inches,37.6 inches,42.3 inches,57 inches,70.9 inches,36.1 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,Not Available,Standard,Not Available,Standard,Standard,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Optional,Not Available,Standard,,Standard,Standard
Honda,Civic,2023,Sedan,Civic Si Sedan 4D,26900,27,37,31,Gas,200,"4-Cyl, VTEC, Turbo, 1.5 Liter",192,14.1,,2952,FWD,Manual,Premium,12.4 gallons,107.7 inches,184 inches,37.6 inches,42.3 inches,57 inches,70.9 inches,38.1 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Not Available,,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Standard,Not Available,Standard,,Standard,Standard
Honda,Civic,2023,Hatchback,Civic LX Hatchback 4D,21600,30,37,33,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,24.5,,2828,FWD,Automatic,Regular,12.4 gallons,107.7 inches,179 inches,39.3 inches,42.3 inches,57 inches,70.9 inches,36.1 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Not Available,,Not Available,Standard,Not Available,Standard,Not Available,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Optional,Not Available,Standard,,Standard,Standard
Honda,Civic,2023,Hatchback,Civic Sport Hatchback 4D,22600,30,37,33,Gas,158,"4-Cyl, i-VTEC, 2.0 Liter",138,24.5,,2956,FWD,Automatic,Regular,12.4 gallons,107.7 inches,179 inches,39.3 inches,42.3 inches,57 inches,70.9 inches,38.1 feet,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,Not Available,Standard,Not Available,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Optional,Not Available,Standard,,Standard,Standard
Honda,Civic,2023,Hatchback,Civic EX-L Hatchback 4D,23400,33,42,36,Gas,180,"4-Cyl, VTEC, Turbo, 1.5 Liter",177,24.5,,3053,FWD,Automatic,Regular,12.4 gallons,107.7 inches,179 inches,37.6 inches,42.3 inches,57 inches,70.9 inches,36.1 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Not Available,Standard,Not Available,Standard,Not Available,Standard,Standard,Standard,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Optional,Not Available,Standard,,Standard,Standard
Honda,Civic,2023,Hatchback,Civic Sport Touring Hatchback 4D,25100,31,38,34,Gas,180,"4-Cyl, VTEC, Turbo, 1.5 Liter",177,24.5,,3102,FWD,Automatic,Regular,12.4 gallons,107.7 inches,179 inches,37.6 inches,42.3 inches,57 inches,70.9 inches,38.1 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Optional,Standard,Standard,,Standard,Standard
Honda,CR-V,2017,Default,CR-V LX Sport Utility 4D,15800,25,31,27,Gas,184,"4-Cyl, i-VTEC, 2.4 Liter",180,,,3421,AWD,Automatic,Regular,14 gallons,104.7 inches,180.6 inches,40.1 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,,Standard,Not Available,,Not Available,Not Available,Standard,Not Available,Not Available,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,,Standard,Not Available,Not Available,,Standard,Standard
Honda,CR-V,2017,Default,CR-V EX Sport Utility 4D,16250,27,33,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,,,3473,AWD,Automatic,Regular,14 gallons,104.7 inches,180.6 inches,38 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Not Available,Not Available,Not Available,Standard,,Standard,Standard,,Standard,Not Available,Standard,Not Available,Standard,Not Available,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
Honda,CR-V,2017,Default,CR-V EX-L w/Navigation Sport Utility 4D,17600,27,33,29,Gas,190,"4-Cyl, Turbo, 1.5 Liter",179,,,3492,AWD,Automatic,Regular,14 gallons,104.7 inches,180.6 inches,38 inches,41.3 inches,57.9 inches,73 inches,37.4 feet,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Standard,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,,Standard,Not Available,Standard,,Standard,Standard
